price_eth,price_usd,transaction_date,seller_address,background,eyes,mouth,clothes
0.0139,18.379683517836444,2022-09-25T03:39:47,987,1,0,13,0
0.0145,19.173051151699887,2022-09-25T03:39:47,33,6,0,0,12
0.003,3.966838169317218,2022-09-25T03:39:47,1038,1,9,15,16
0.01399,18.49868866291596,2022-09-25T03:39:47,710,15,0,0,18
0.01499,19.820968052688364,2022-09-25T03:39:47,1026,1,0,0,27
0.003,3.966838169317218,2022-09-25T03:39:47,1038,20,24,10,16
0.0145,19.173051151699887,2022-09-25T03:39:47,957,6,0,0,27
0.0027,3.5701543523854964,2022-09-25T03:39:47,1038,15,8,13,16
0.0144,19.04082321272265,2022-09-25T03:39:47,311,1,0,10,18
0.0,0.0,2022-09-25T03:39:59,682,21,4,1,21
0.24,317.34705354537743,2022-09-25T03:40:23,565,0,0,3,16
0.016,21.156470236358498,2022-09-25T03:40:47,712,16,11,22,16
0.003,3.966838169317218,2022-09-25T03:41:11,613,20,21,1,1
0.003,3.966838169317218,2022-09-25T03:41:11,613,15,8,20,25
0.003,3.966838169317218,2022-09-25T03:41:11,837,15,24,18,2
0.003,3.966838169317218,2022-09-25T03:41:11,613,20,25,19,5
3.21,4244.516841169423,2022-09-25T03:41:11,513,0,0,17,0
0.0025,3.305698474431015,2022-09-25T03:41:23,360,15,11,15,5
0.0009,1.1900514507951654,2022-09-25T03:41:23,193,20,18,20,3
0.0009,1.1900514507951654,2022-09-25T03:41:23,193,15,17,0,26
0.0,0.0,2022-09-25T03:41:59,1032,13,0,0,20
0.00011,0.1454507328749646,2022-09-25T03:41:59,790,21,0,0,16
0.00011,0.1454507328749646,2022-09-25T03:41:59,790,21,0,0,16
0.0003,0.3966838169317218,2022-09-25T03:41:59,790,1,0,0,16
0.0003,0.3966838169317218,2022-09-25T03:41:59,790,0,0,0,16
0.00011,0.1454507328749646,2022-09-25T03:41:59,790,15,0,10,16
0.0496,65.58505773271133,2022-09-25T03:41:59,214,20,0,0,16
0.55,727.2536643748233,2022-09-25T03:41:59,717,16,21,0,2
0.00489,6.465946215987065,2022-09-25T03:42:11,219,20,27,11,17
0.0101999999999999,13.48724977567854,2022-09-25T03:42:59,577,20,7,0,16
0.0022,2.909014657499293,2022-09-25T03:42:59,91,17,12,18,14
1.6,2110.6525453745426,2022-09-25T01:39:59,124,12,21,0,0
0.0,0.0,2022-09-25T03:43:11,224,14,9,0,25
0.048,63.46941070907549,2022-09-25T03:43:47,385,0,0,0,0
0.0,0.0,2022-09-25T03:43:59,794,20,17,11,20
0.004,5.289117559089624,2022-09-25T03:43:59,329,19,7,9,16
16.0,21156.47023635849,2022-09-25T03:43:59,974,14,7,16,0
0.0,0.0,2022-09-25T03:44:11,314,19,0,0,22
0.1,132.2279389772406,2022-09-25T03:44:11,308,5,25,16,20
0.0025,3.305698474431015,2022-09-25T03:44:47,1038,1,6,10,16
0.01,13.22279389772406,2022-09-25T03:44:47,604,17,26,9,1
0.0404,53.35212051252547,2022-09-25T03:23:11,478,14,16,16,13
0.037,48.92433742157903,2022-09-25T03:44:59,299,14,12,1,16
0.00395,5.223003589601004,2022-09-25T03:44:59,712,19,10,0,16
0.00249999,3.3056852516371174,2022-09-25T03:45:11,835,16,22,19,24
0.038,50.24661681135143,2022-09-25T03:45:11,79,0,0,11,0
0.005,6.61139694886203,2022-09-25T03:45:23,850,15,24,15,12
0.001,1.322279389772406,2022-09-25T03:45:23,643,20,0,16,0
0.005,6.61139694886203,2022-09-25T03:45:35,110,7,6,20,16
0.1,132.2279389772406,2022-09-25T03:45:35,352,16,6,0,16
0.036,47.60205803180661,2022-09-25T03:45:47,43,17,0,0,23
0.0015,1.983419084658609,2022-09-25T03:45:59,809,14,8,16,20
0.0049,6.47916900988479,2022-09-25T03:46:23,830,0,0,10,16
1e-05,0.013222793897724,2022-09-25T03:46:23,92,4,0,0,4
0.055,72.72536643748234,2022-09-25T03:46:35,968,16,20,1,17
0.0,0.0,2022-09-25T03:46:47,278,0,0,10,18
0.0606,80.1301310202078,2022-09-25T03:47:11,797,15,19,18,3
0.003,3.966838169317218,2022-09-25T03:47:35,905,18,7,17,0
0.0159,21.024242297381257,2022-09-25T03:47:59,761,13,0,15,16
0.0017,2.24787496261309,2022-09-25T03:47:59,391,0,16,17,22
0.0003,0.3966838169317218,2022-09-25T03:47:59,265,5,9,10,16
0.004,5.289117559089624,2022-09-25T03:48:11,307,5,11,17,8
0.01,13.22279389772406,2022-09-25T03:48:11,858,15,0,0,16
0.169,223.46521687153663,2022-09-25T03:48:35,302,15,0,0,16
0.0009,1.1900514507951654,2022-09-25T03:48:35,984,15,27,11,25
0.0101,13.348660433987192,2022-09-25T02:20:59,962,23,6,9,16
0.037,48.92433742157903,2022-09-25T03:48:59,299,23,25,14,16
0.0009,1.1900514507951654,2022-09-25T03:49:11,984,14,25,5,25
0.57,753.6992521702714,2022-09-25T03:49:11,799,20,24,18,9
0.0015,1.983419084658609,2022-09-25T03:49:11,12,2,0,17,10
0.0009,1.1900514507951654,2022-09-25T03:49:35,984,15,18,9,14
0.0528,69.73616992603253,2022-09-25T01:42:35,232,0,0,0,17
0.0009,1.1900514507951654,2022-09-25T03:49:35,984,15,18,1,3
0.0009,1.1900514507951654,2022-09-25T03:49:35,984,20,18,18,24
0.0009,1.1900514507951654,2022-09-25T03:49:35,984,20,18,6,23
0.0004,0.5289117559089624,2022-09-25T03:49:59,649,15,7,15,16
1.0,1322.279389772406,2022-09-25T03:49:59,1015,0,0,0,16
0.0019,2.5123308405675715,2022-09-25T03:50:11,260,0,0,21,16
0.002,2.644558779544812,2022-09-25T03:50:11,636,15,12,1,17
0.06,79.33676338634436,2022-09-25T03:50:11,203,6,9,21,6
0.001,1.322279389772406,2022-09-25T03:50:11,657,17,2,1,24
0.0014,1.8511911456813683,2022-09-25T03:50:23,119,14,21,19,24
0.0013,1.7189632067041278,2022-09-25T03:50:23,613,15,18,18,17
0.0018,2.3801029015903308,2022-09-25T03:50:23,134,15,18,7,25
0.044,58.18029314998586,2022-09-25T03:50:23,997,1,15,17,0
0.011,14.545073287496466,2022-09-25T03:50:35,593,18,2,7,21
0.037,48.92433742157903,2022-09-25T03:50:35,299,3,25,1,16
0.795,1051.2121148690628,2022-09-25T03:50:59,1007,15,6,10,16
0.037,48.92433742157903,2022-09-25T03:51:11,299,1,14,13,16
0.0333,44.03190367942112,2022-09-25T03:51:11,75,20,13,11,16
0.0678,89.65054262656912,2022-09-25T03:51:23,1037,23,0,0,16
0.061,80.65904277611676,2022-09-25T03:51:47,764,3,5,15,0
0.001,1.322279389772406,2022-09-25T03:51:47,657,20,20,13,25
0.0042,5.553573437044105,2022-09-25T03:51:47,645,21,0,12,17
0.0047,6.214713131930308,2022-09-25T03:52:11,729,15,16,1,2
0.0149,19.70196290760885,2022-09-25T03:52:23,350,13,15,0,0
0.0045,5.950257253975827,2022-09-25T03:52:59,279,18,26,11,7
0.0043,5.685801376021346,2022-09-25T03:52:59,539,16,9,4,9
0.037,48.92433742157903,2022-09-25T03:52:59,299,3,12,4,16
0.0019,2.5123308405675715,2022-09-25T03:53:11,410,16,8,20,17
0.0019,2.5123308405675715,2022-09-25T03:53:11,410,23,19,1,10
0.00198,2.618113191749364,2022-09-25T03:53:11,219,15,18,9,5
0.059,78.01448399657195,2022-09-25T03:53:23,471,17,15,17,0
0.0045,5.950257253975827,2022-09-25T03:53:23,990,15,18,18,14
0.0,0.0,2022-09-25T03:53:35,766,5,0,12,9
0.0018,2.3801029015903308,2022-09-25T03:53:35,101,5,0,0,17
0.0099,13.09056595874682,2022-09-25T03:53:47,32,21,6,17,0
0.039,51.56889620112384,2022-09-25T03:53:47,573,1,9,4,16
0.09,119.00514507951654,2022-09-25T03:53:59,248,14,4,10,24
0.899,1188.729171405393,2022-09-25T03:53:59,976,18,6,0,16
0.0121,15.99195952982624,2022-09-25T02:24:11,803,14,19,10,17
0.0,0.0,2022-09-25T03:54:23,441,10,6,16,16
0.0055,7.272536643748233,2022-09-25T03:54:23,498,20,0,0,16
0.0013,1.7189632067041278,2022-09-25T03:54:47,119,18,4,5,25
0.0517,68.3618444512334,2022-09-25T03:54:47,899,14,18,2,21
0.04,52.89117559089624,2022-09-25T03:54:47,269,18,3,4,16
0.0,0.0,2022-09-25T03:54:59,753,15,18,16,22
0.025,33.05698474431015,2022-09-25T03:55:35,438,23,10,12,16
0.0216,28.54763023506172,2022-09-25T02:54:23,177,20,10,12,16
0.0238,31.470249476583263,2022-09-25T03:55:35,235,15,10,12,16
0.029,38.346102303399775,2022-09-25T03:55:35,74,20,10,12,16
0.029,38.346102303399775,2022-09-25T03:55:35,608,16,10,12,16
0.028,37.02382291362737,2022-09-25T03:55:47,990,17,18,11,19
0.0016,2.1156470236358498,2022-09-25T03:55:59,342,16,16,9,17
0.0015,1.983419084658609,2022-09-25T03:55:59,207,15,18,19,2
0.0015,1.983419084658609,2022-09-25T03:55:59,207,17,18,18,17
0.0461,60.95707986850792,2022-09-25T03:56:11,494,0,0,10,0
0.0,0.0,2022-09-25T03:56:35,901,18,9,10,25
0.009,11.894845931275716,2022-09-25T02:27:23,771,5,11,13,16
0.0047,6.214713131930308,2022-09-25T03:56:47,729,18,22,12,24
0.02,26.44558779544812,2022-09-25T03:56:47,562,4,11,17,7
0.0035,4.627977864203421,2022-09-25T03:56:47,784,20,0,0,16
0.0026,3.437926413408256,2022-09-25T03:57:23,819,14,8,18,26
0.0375,49.58547711646523,2022-09-25T03:57:59,576,1,22,4,16
0.055,72.72536643748234,2022-09-25T03:58:11,663,17,18,1,25
0.054,71.40308704770992,2022-09-25T03:58:11,240,16,17,8,25
0.0542,71.6675429256644,2022-09-25T03:58:11,411,15,8,8,2
0.055,72.72536643748234,2022-09-25T03:58:11,240,23,17,8,21
0.0513,67.83293269532443,2022-09-25T03:58:11,601,15,18,8,9
0.055,72.72536643748234,2022-09-25T03:58:11,190,16,18,7,21
0.0521,68.89075620714235,2022-09-25T03:58:11,411,15,24,8,23
0.05269,69.67090104710807,2022-09-25T03:58:11,584,20,17,10,21
0.055,72.72536643748234,2022-09-25T03:58:11,262,15,21,8,21
0.11,145.45073287496467,2022-09-25T03:58:23,475,17,0,12,16
0.0399,52.758947651919,2022-09-25T03:58:35,760,11,3,4,16
0.0016,2.1156470236358498,2022-09-25T03:58:35,538,20,18,20,2
0.0788,104.1956159140656,2022-09-25T03:58:47,352,6,7,11,16
0.48,634.6941070907549,2022-09-25T03:58:47,10,15,25,18,12
0.0744,98.377586599067,2022-09-25T03:58:47,352,21,0,16,16
0.0766,101.2866012565663,2022-09-25T03:58:47,352,18,6,0,16
0.0225,29.73711482818929,2022-09-25T02:48:47,237,21,18,12,24
0.013,17.189632067041277,2022-09-25T03:59:11,225,22,0,12,0
0.0138,18.247455578859203,2022-09-25T03:59:11,54,15,0,16,23
0.0135,17.85077176192748,2022-09-25T03:59:11,54,22,9,16,19
0.014,18.511911456813685,2022-09-25T03:59:11,545,21,24,12,9
0.0138,18.247455578859203,2022-09-25T03:59:11,54,22,7,16,0
0.0,0.0,2022-09-25T03:59:23,627,15,19,0,3
0.0016,2.1156470236358498,2022-09-25T03:59:35,303,15,26,18,25
0.0016,2.1156470236358498,2022-09-25T03:59:35,362,14,4,5,4
0.0016,2.1156470236358498,2022-09-25T03:59:35,362,20,25,16,5
0.015,19.83419084658609,2022-09-25T04:00:35,402,1,0,13,27
0.015,19.83419084658609,2022-09-25T04:00:35,137,19,0,0,18
0.015,19.83419084658609,2022-09-25T04:00:35,317,1,0,10,27
0.015,19.83419084658609,2022-09-25T04:00:35,948,6,0,0,24
0.015,19.83419084658609,2022-09-25T04:00:35,340,19,0,13,27
0.015,19.83419084658609,2022-09-25T04:00:35,646,6,0,0,18
0.074,97.84867484315804,2022-09-25T04:00:47,31,0,0,0,16
0.0016,2.1156470236358498,2022-09-25T04:00:47,822,18,25,11,4
0.015,19.83419084658609,2022-09-25T04:00:59,67,15,7,15,20
0.039999,52.88985331150647,2022-09-25T04:01:11,208,19,14,16,16
0.0,0.0,2022-09-25T04:01:59,1021,15,7,10,26
0.001,1.3271068237309942,2022-09-25T04:01:59,163,3,0,0,0
0.0016,2.1233709179695905,2022-09-25T04:01:59,822,15,22,19,3
0.0063,8.360772989505264,2022-09-25T04:02:11,736,15,6,16,27
0.0015,1.9906602355964915,2022-09-25T04:02:35,119,23,18,11,13
0.0016,2.1233709179695905,2022-09-25T04:02:35,822,23,19,19,11
0.0016,2.1233709179695905,2022-09-25T04:02:35,822,15,8,18,3
0.0015,1.9906602355964915,2022-09-25T04:02:35,431,14,22,1,24
0.0015,1.9906602355964915,2022-09-25T04:02:35,431,15,18,20,17
0.0015,1.9906602355964915,2022-09-25T04:02:35,431,23,20,18,14
0.0014,1.857949553223392,2022-09-25T04:02:47,9,2,7,17,14
0.05,65.95789204295446,2022-09-25T01:39:11,961,16,12,20,5
0.0015,1.9906602355964915,2022-09-25T04:02:59,431,17,12,12,23
0.00449,5.958709638552164,2022-09-25T04:02:59,113,1,11,17,10
0.1,132.1649547919524,2022-09-25T03:03:59,651,17,21,2,2
0.02855,37.888899817519885,2022-09-25T04:03:35,253,15,0,21,17
0.04,53.08427294923977,2022-09-25T04:03:47,510,1,14,13,16
0.0015,1.9906602355964915,2022-09-25T04:03:47,431,23,24,7,1
0.0016,2.1233709179695905,2022-09-25T04:03:59,822,14,16,0,17
0.05,66.35534118654971,2022-09-25T04:04:23,611,20,0,0,0
0.45,597.1980706789474,2022-09-25T04:04:23,59,20,0,10,0
0.002,2.6542136474619884,2022-09-25T04:04:23,119,14,12,1,19
0.0055,7.299087530520468,2022-09-25T04:04:35,985,1,0,13,16
0.075,99.53301177982456,2022-09-25T04:04:47,769,15,0,0,16
6.5,8626.194354251462,2022-09-25T04:04:59,1024,18,15,17,23
0.0055,7.299087530520468,2022-09-25T04:04:59,110,6,6,4,16
0.008,10.616854589847954,2022-09-25T04:04:59,463,16,15,11,16
0.0017,2.2560816003426902,2022-09-25T04:04:59,937,16,23,19,17
0.0197,26.144004427500587,2022-09-25T04:05:47,440,17,15,0,0
0.089,118.11250731205848,2022-09-25T04:05:47,222,0,15,17,0
0.005,6.635534118654971,2022-09-25T04:06:35,231,7,7,4,16
0.0088,11.67854004883275,2022-09-25T04:06:35,178,14,22,1,1
0.0058,7.697219577639767,2022-09-25T04:08:11,431,17,18,18,2
0.1449,192.29777875862104,2022-09-25T04:08:11,365,0,0,0,5
0.0048,6.3701127539087725,2022-09-25T04:08:23,329,15,6,9,16
0.016,21.233709179695907,2022-09-25T04:08:47,341,20,9,15,22
0.0042,5.573848659670175,2022-09-25T04:09:11,846,16,0,22,16
0.0044,5.839270024416375,2022-09-25T04:09:11,580,23,10,9,16
0.0042,5.573848659670175,2022-09-25T04:09:11,846,20,0,22,16
0.0042,5.573848659670175,2022-09-25T04:09:11,852,15,11,22,16
0.004,5.308427294923977,2022-09-25T04:09:11,1041,15,14,22,16
0.31,411.4031153566082,2022-09-25T04:09:11,233,15,6,0,14
0.004,5.308427294923977,2022-09-25T04:09:11,617,16,14,9,16
0.00395,5.242071953737427,2022-09-25T04:09:11,712,20,5,22,16
0.004,5.308427294923977,2022-09-25T04:09:11,2,16,5,22,16
0.04,53.08427294923977,2022-09-25T04:09:47,150,18,25,4,16
0.043,57.06559342043275,2022-09-25T04:09:47,269,17,12,16,16
0.0015,1.9906602355964915,2022-09-25T04:10:23,431,23,18,20,24
0.0769,102.05451474491343,2022-09-25T04:10:59,352,19,0,10,16
0.0015,1.9906602355964915,2022-09-25T04:10:59,386,15,19,18,1
0.069,91.5703708374386,2022-09-25T04:11:23,804,14,27,18,21
0.023,30.523456945812868,2022-09-25T04:11:35,48,14,23,13,8
0.07,92.8974776611696,2022-09-25T04:11:59,780,1,25,12,16
0.0015,1.9906602355964915,2022-09-25T04:12:59,318,23,24,5,20
0.0016,2.1233709179695905,2022-09-25T04:12:59,266,20,4,6,25
0.0016,2.1233709179695905,2022-09-25T04:12:59,800,15,4,7,24
0.0015,1.9906602355964915,2022-09-25T04:12:59,386,15,19,18,17
0.085,112.80408001713452,2022-09-25T04:13:11,400,0,0,0,0
0.0,0.0,2022-09-25T04:13:59,363,23,8,0,18
0.159,211.0099849732281,2022-09-25T04:13:59,956,0,7,10,6
0.004,5.308427294923977,2022-09-25T04:14:35,249,10,0,4,27
0.0038,5.043005930177778,2022-09-25T04:14:35,120,10,7,4,25
0.0039,5.175716612550877,2022-09-25T04:14:35,520,20,0,4,27
0.0038,5.043005930177778,2022-09-25T04:14:35,120,17,9,0,18
0.004,5.308427294923977,2022-09-25T04:14:35,249,21,6,4,27
0.0038,5.043005930177778,2022-09-25T04:14:35,120,20,7,16,17
0.004,5.308427294923977,2022-09-25T04:14:35,249,4,7,12,8
0.0,0.0,2022-09-25T04:14:47,638,6,7,16,16
0.0017999999999999,2.388792282715787,2022-09-25T04:14:59,274,14,20,7,20
0.06110001,80.68849249595326,2022-09-25T03:43:23,352,15,6,11,16
0.0,0.0,2022-09-25T04:16:11,532,23,17,16,17
0.02,26.542136474619884,2022-09-25T04:16:11,692,23,9,10,16
0.1,132.71068237309942,2022-09-25T04:16:11,352,16,6,0,16
0.0,0.0,2022-09-25T04:16:35,609,15,21,16,8
0.0003,0.3981320471192983,2022-09-25T04:16:59,831,0,0,18,16
0.007,9.28974776611696,2022-09-25T04:17:11,316,15,0,0,16
0.0,0.0,2022-09-25T04:17:23,416,23,6,16,20
0.0248,32.91224922852866,2022-09-25T04:18:23,283,17,0,16,0
0.89,1181.1250731205848,2022-09-25T04:18:47,572,20,0,10,16
0.0045,5.9719807067894735,2022-09-25T04:18:47,990,20,12,1,1
0.025,33.177670593274854,2022-09-25T04:19:23,395,16,0,0,0
0.025,33.177670593274854,2022-09-25T04:19:35,521,1,0,17,16
1.25,1658.8835296637428,2022-09-25T04:19:59,40,0,0,10,7
0.0836,111.33883943788454,2022-09-25T04:04:59,908,15,0,0,17
0.045,59.71980706789474,2022-09-25T04:20:35,487,19,0,0,0
0.0594,78.55902365000111,2022-09-25T02:05:35,693,19,0,0,16
0.02499999,33.17765732220662,2022-09-25T04:20:47,338,23,13,1,4
0.06,79.62640942385966,2022-09-25T04:21:23,756,18,18,7,21
0.0337,44.7234999597345,2022-09-25T04:21:23,507,20,17,19,25
0.0428,56.52856198549607,2022-09-25T01:44:59,845,8,0,0,18
0.034,45.1216320068538,2022-09-25T04:21:23,634,14,8,18,25
0.0005,0.6635534118654971,2022-09-25T04:21:35,265,18,9,9,16
0.094,124.23505750443526,2022-09-25T02:07:47,662,19,9,0,16
0.0519,68.54748521138424,2022-09-25T01:40:59,457,13,0,0,19
0.0085,11.28040800171345,2022-09-25T04:22:11,144,0,0,17,16
0.0037,4.910295247804679,2022-09-25T04:22:11,881,0,0,3,16
0.02,26.542136474619884,2022-09-25T04:22:23,13,0,0,16,22
0.0,0.0,2022-09-25T04:23:11,264,4,16,5,9
0.0325,43.13097177125732,2022-09-25T04:23:47,162,15,18,0,3
0.055,72.99087530520468,2022-09-25T04:23:47,823,23,24,9,24
0.005,6.635534118654971,2022-09-25T04:24:11,642,23,9,0,7
0.0008,1.0616854589847953,2022-09-25T04:24:47,893,15,15,17,16
0.2,265.42136474619883,2022-09-25T04:25:11,129,0,0,0,16
0.0094,12.474804143071346,2022-09-25T04:06:59,318,0,7,11,22
0.03,39.81320471192983,2022-09-25T04:26:11,686,22,6,16,16
0.0,0.0,2022-09-25T04:26:35,415,18,12,18,25
0.0013,1.7252388708502924,2022-09-25T04:26:59,678,17,8,18,5
0.0013,1.7252388708502924,2022-09-25T04:26:59,678,17,8,19,4
0.0013,1.7252388708502924,2022-09-25T04:26:59,678,18,24,18,1
0.0199,26.409425792246783,2022-09-25T04:27:23,436,19,0,10,18
0.066,87.58905036624562,2022-09-25T04:27:23,439,21,19,20,3
0.0283,37.55712311158714,2022-09-25T04:27:47,500,18,7,21,22
0.0017999999999999,2.388792282715787,2022-09-25T04:28:11,274,23,16,0,20
1.0,1327.1068237309942,2022-09-25T04:28:47,90,18,6,13,16
0.095,126.07514825444444,2022-09-25T04:29:11,343,23,15,17,0
0.0013999999999999,1.8579495532233887,2022-09-25T04:29:35,674,15,18,18,15
0.015,19.906602355964917,2022-09-25T04:29:47,575,15,4,11,25
0.0012,1.5925281884771931,2022-09-25T04:30:23,464,15,25,18,1
0.0045,5.9719807067894735,2022-09-25T04:30:23,990,18,19,12,14
0.00669,8.87834465076035,2022-09-25T04:30:23,911,7,7,4,16
0.069,91.5703708374386,2022-09-25T04:31:47,916,15,23,8,17
0.004,5.308427294923977,2022-09-25T04:32:11,412,16,9,22,16
0.004,5.308427294923977,2022-09-25T04:32:11,2,16,11,9,16
0.002,2.6542136474619884,2022-09-25T04:32:47,571,16,12,13,23
0.0,0.0,2022-09-25T04:32:59,143,4,0,17,16
0.001,1.3271068237309942,2022-09-25T04:33:35,998,13,7,12,23
0.0019,2.521502965088889,2022-09-25T04:34:11,305,13,7,10,23
0.0035,4.644873883058479,2022-09-25T04:34:11,23,20,14,5,16
0.01,13.271068237309942,2022-09-25T04:34:59,404,22,7,10,0
0.0038,5.043005930177778,2022-09-25T04:34:59,69,15,8,6,17
0.01,13.271068237309942,2022-09-25T04:34:59,977,22,19,17,0
0.0,0.0,2022-09-25T04:35:11,626,5,6,12,17
0.005,6.635534118654971,2022-09-25T04:35:11,642,15,0,0,18
0.01899,25.0508073979141,2022-09-25T02:04:35,751,18,0,0,17
0.016,21.233709179695907,2022-09-25T04:35:47,1006,19,0,16,17
0.018,23.88792282715789,2022-09-25T04:36:47,528,16,0,10,16
0.2,264.50849713805087,2022-09-25T03:00:47,567,16,27,13,20
0.0744,98.73674768558595,2022-09-25T04:37:11,352,16,0,16,16
0.0048,6.3701127539087725,2022-09-25T04:37:23,834,16,14,22,16
0.012,15.92528188477193,2022-09-25T04:37:23,844,22,0,0,16
0.013,17.252388708502924,2022-09-25T04:37:23,745,22,6,0,16
0.075,99.53301177982456,2022-09-25T04:37:47,633,16,25,19,3
0.089,117.62680976483765,2022-09-25T02:30:11,801,3,0,17,14
0.0045,5.9719807067894735,2022-09-25T04:37:59,990,23,17,18,20
0.035,46.4487388305848,2022-09-25T04:38:11,300,19,14,14,16
0.0012,1.5925281884771931,2022-09-25T04:38:11,464,15,17,7,12
0.0011,1.4598175061040937,2022-09-25T04:38:11,770,20,18,11,20
0.004,5.308427294923977,2022-09-25T04:38:23,242,23,9,12,9
0.0,0.0,2022-09-25T04:38:47,109,0,26,20,19
0.08,106.16854589847954,2022-09-25T04:39:35,931,17,4,11,24
0.0048,6.3701127539087725,2022-09-25T04:40:47,375,23,12,5,17
0.002,2.6542136474619884,2022-09-25T04:41:23,1045,2,11,17,9
0.001,1.3271068237309942,2022-09-25T04:42:11,809,20,22,20,23
0.0012,1.5925281884771931,2022-09-25T04:42:11,91,16,27,7,5
0.0012,1.5925281884771931,2022-09-25T04:42:11,91,14,24,18,19
0.0066,8.758905036624562,2022-09-25T04:42:59,178,18,16,12,13
0.0,0.0,2022-09-25T04:43:23,557,0,0,0,16
0.00045,0.5971980706789474,2022-09-25T04:43:23,392,13,24,3,17
0.0056,7.431798212893567,2022-09-25T04:43:35,266,14,12,16,20
0.0084,11.14769731934035,2022-09-25T04:19:59,285,0,15,0,16
0.0065,8.626194354251462,2022-09-25T04:43:47,128,5,15,0,16
0.0065,8.626194354251462,2022-09-25T04:43:47,128,0,15,0,16
0.0013,1.7252388708502924,2022-09-25T04:43:47,391,19,0,17,22
0.007,9.28974776611696,2022-09-25T04:43:47,62,6,15,0,16
0.0069,9.15703708374386,2022-09-25T04:43:47,291,0,15,5,16
0.0069,9.15703708374386,2022-09-25T04:43:47,291,6,15,0,16
0.11,145.1073624944998,2022-09-25T01:32:47,138,0,15,11,16
0.0069,9.15703708374386,2022-09-25T04:43:47,291,0,15,0,16
0.0036,4.777584565431579,2022-09-25T04:44:11,373,6,6,0,16
0.0045,5.9719807067894735,2022-09-25T04:44:35,990,18,16,11,24
0.0036,4.777584565431579,2022-09-25T04:44:59,373,0,0,10,16
0.08,106.16854589847954,2022-09-25T04:45:35,982,0,0,0,21
0.0013999999999999,1.8579495532233887,2022-09-25T04:45:35,674,18,18,1,11
0.0039,5.175716612550877,2022-09-25T04:45:35,247,15,0,17,27
0.0019,2.521502965088889,2022-09-25T04:45:35,652,0,0,0,0
0.0,0.0,2022-09-25T04:45:59,1001,23,7,10,8
0.065,86.26194354251463,2022-09-25T04:45:59,1008,18,22,1,17
0.00148,1.9641180991218716,2022-09-25T04:45:59,884,1,1,17,8
0.0004,0.5308427294923976,2022-09-25T04:46:23,965,13,0,0,18
0.0346,45.9178961010924,2022-09-25T04:47:59,483,0,0,10,0
0.0012,1.5925281884771931,2022-09-25T04:48:11,488,15,8,19,19
0.0007,0.928974776611696,2022-09-25T04:48:11,149,22,0,10,20
0.0,0.0,2022-09-25T04:48:35,78,21,12,12,16
0.006,7.962640942385965,2022-09-25T04:48:47,198,19,10,22,16
0.015,19.906602355964917,2022-09-25T04:50:11,136,1,0,0,16
0.002,2.6542136474619884,2022-09-25T04:50:11,386,15,16,19,6
0.0014,1.857949553223392,2022-09-25T04:50:11,800,18,25,18,4
0.008,10.616854589847954,2022-09-25T04:50:47,266,15,13,16,1
0.0063,8.326392151893002,2022-09-25T02:06:59,651,23,20,7,11
0.0028,3.715899106446784,2022-09-25T04:51:23,209,15,4,20,17
0.0017,2.2560816003426902,2022-09-25T04:51:23,937,15,27,18,1
0.0028,3.715899106446784,2022-09-25T04:51:23,953,16,27,19,26
0.0028,3.715899106446784,2022-09-25T04:51:23,60,14,18,16,4
0.0029,3.8486097888198834,2022-09-25T04:51:23,796,23,26,18,4
0.0028,3.715899106446784,2022-09-25T04:51:23,431,20,26,18,19
0.0029,3.8486097888198834,2022-09-25T04:51:23,362,15,4,19,19
0.002,2.6542136474619884,2022-09-25T04:51:23,386,20,18,19,25
0.0035,4.644873883058479,2022-09-25T04:51:23,792,14,18,7,17
0.0022,2.9196350122081878,2022-09-25T04:51:23,159,23,24,20,2
0.0415,55.07493318483626,2022-09-25T04:51:47,269,1,14,4,16
0.099,131.38357554936843,2022-09-25T04:52:11,479,15,6,0,18
0.0085,11.28040800171345,2022-09-25T04:52:23,42,7,15,11,16
0.0095,12.607514825444444,2022-09-25T04:52:23,377,4,9,17,8
0.05,66.35534118654971,2022-09-25T04:52:35,776,17,17,18,21
0.505,667.751091835065,2022-09-25T03:32:23,435,13,21,15,17
0.039,51.757166125508775,2022-09-25T04:52:59,1012,1,0,10,0
0.0419,55.60577591432866,2022-09-25T04:52:59,269,3,25,4,16
0.0,0.0,2022-09-25T04:53:35,99,23,15,17,0
0.1569,208.22306064339296,2022-09-25T04:53:47,127,15,0,0,0
0.0099,13.138357554936842,2022-09-25T04:53:47,1005,17,12,9,22
0.00045,0.5971980706789474,2022-09-25T04:53:47,392,13,4,3,27
0.0419,55.60577591432866,2022-09-25T04:54:11,673,11,12,4,16
0.0419,55.60577591432866,2022-09-25T04:54:11,269,1,12,13,16
0.248,327.9905364511831,2022-09-25T02:52:47,281,21,6,12,16
0.0419,55.60577591432866,2022-09-25T04:54:11,269,17,14,1,16
0.0068,9.02432640137076,2022-09-25T04:54:35,793,0,15,0,16
0.0,0.0,2022-09-25T04:54:47,841,15,0,0,25
0.0065,8.626194354251462,2022-09-25T04:55:11,865,5,15,16,16
0.034,45.1216320068538,2022-09-25T04:55:11,660,23,8,20,17
0.034,45.1216320068538,2022-09-25T04:55:11,634,15,21,2,23
0.0329,43.661814500749706,2022-09-25T04:55:11,106,15,19,20,20
0.034,45.1216320068538,2022-09-25T04:55:11,277,15,22,12,25
