price_eth,price_usd,transaction_date,seller_address,background,eyes,mouth,clothes
0.0,0.0,2022-09-25T02:34:47,607,14,18,5,5
0.0,0.0,2022-09-25T02:35:35,153,17,0,0,14
0.029,38.35373208501738,2022-09-25T02:35:47,409,13,0,0,6
0.0,0.0,2022-09-25T02:36:11,900,13,7,9,16
0.13,171.93052313973308,2022-09-25T02:37:23,263,0,0,0,27
0.4669,617.4950865687798,2022-09-25T02:37:23,683,18,16,20,13
0.0035,4.62889869991589,2022-09-25T02:30:11,330,18,15,0,9
0.035,46.2889869991589,2022-09-25T02:37:35,379,13,0,0,17
0.095,125.64153614057416,2022-09-25T02:38:23,397,19,17,0,12
0.0045,5.951441185606145,2022-09-25T02:38:23,201,20,0,4,7
0.003,3.9676274570707633,2022-09-25T02:20:59,326,16,22,18,18
0.0769,101.70351714958056,2022-09-25T02:15:47,825,20,21,1,14
0.098999,130.9303835408495,2022-09-25T02:39:23,467,18,0,10,26
0.0037,4.893407197053941,2022-09-25T02:40:11,355,20,9,4,27
0.0,0.0,2022-09-25T02:40:23,909,17,17,0,26
0.0035,4.62889869991589,2022-09-25T02:40:35,378,13,0,0,16
0.0023,3.041847717087585,2022-09-25T02:41:23,1031,0,0,0,14
0.0,0.0,2022-09-25T02:42:11,688,22,19,0,0
0.12,158.70509828283053,2022-09-25T02:42:11,406,0,12,17,6
0.01,13.225424856902544,2022-09-25T02:42:23,38,7,0,0,16
0.00385,5.09178856990748,2022-09-25T02:42:47,1019,23,14,9,16
0.0057,7.53849216843445,2022-09-25T02:43:11,408,20,0,12,17
0.0009,1.1902882371212289,2022-09-25T02:43:23,554,0,0,0,0
0.0304,40.17814625675353,2022-09-25T02:34:11,1004,11,14,16,16
0.0,0.0,2022-09-25T02:43:47,459,22,0,10,17
0.0045,5.951441185606145,2022-09-25T02:44:11,41,0,0,3,16
0.03,39.67627457070763,2022-09-25T02:44:23,269,16,8,13,26
0.0,0.0,2022-09-25T02:44:35,459,22,0,16,27
0.04,52.901699427610176,2022-09-25T02:44:35,173,0,0,0,20
0.09,119.0288237121229,2022-09-25T02:44:47,887,22,0,0,22
0.0482,63.70350820972106,2022-09-25T02:30:47,273,5,11,10,20
0.33,436.4390202777839,2022-09-25T02:45:11,560,19,0,10,0
0.0385,50.9178856990748,2022-09-25T02:45:11,568,18,6,0,0
0.0075,9.919068642676908,2022-09-25T02:45:35,319,4,0,0,16
0.019,25.128307228114835,2022-09-25T02:45:59,132,18,0,0,23
0.0039,5.157915694191992,2022-09-25T02:45:59,881,0,0,10,16
0.039,51.57915694191992,2022-09-25T02:46:11,975,6,23,10,8
0.829,1096.3877206372208,2022-09-25T02:46:11,741,22,7,0,14
0.0,0.0,2022-09-25T02:46:35,992,5,6,16,0
0.0399,52.76944517904115,2022-09-25T02:46:35,568,0,0,0,0
0.006321,8.359791052048099,2022-09-25T02:46:59,269,0,6,0,16
0.0399,52.76944517904115,2022-09-25T02:47:23,568,0,6,0,9
0.0565,74.72365044149937,2022-09-25T02:47:59,390,7,1,15,0
0.02,26.450849713805088,2022-09-25T02:47:59,461,19,0,10,0
0.0069,9.125543151262756,2022-09-25T02:47:59,37,0,15,10,16
0.04,52.901699427610176,2022-09-25T02:47:59,1009,0,0,0,9
0.051,67.44966677020298,2022-09-25T02:48:11,589,6,1,21,6
0.81,1071.2594134091062,2022-09-25T02:48:11,815,22,7,10,17
0.03,39.67627457070763,2022-09-25T02:48:11,730,20,0,10,0
0.0499,65.99487003594369,2022-09-25T02:48:35,493,23,1,21,14
0.001,1.3225424856902543,2022-09-25T02:48:59,832,8,7,17,6
0.008,10.580339885522037,2022-09-25T02:49:11,778,6,0,9,16
0.0,0.0,2022-09-25T02:49:47,541,6,0,0,16
0.01,13.225424856902544,2022-09-25T02:50:11,107,17,25,9,5
0.38,502.5661445622967,2022-09-25T02:50:11,653,15,0,17,23
0.0169,22.3509680081653,2022-09-25T02:50:23,451,0,15,16,16
0.04,52.901699427610176,2022-09-25T02:50:23,530,0,0,10,9
0.005,6.612712428451272,2022-09-25T02:51:11,107,21,25,10,17
0.0399,52.76944517904115,2022-09-25T02:51:23,895,14,25,4,16
0.05,66.12712428451272,2022-09-25T02:51:23,622,21,0,0,21
0.0585,77.36873541287989,2022-09-25T02:51:35,763,20,0,10,16
0.07,92.5779739983178,2022-09-25T02:51:35,1043,20,6,12,16
0.0017,2.2483222256734323,2022-09-25T02:51:59,322,2,9,17,6
0.06,79.35254914141527,2022-09-25T02:52:11,939,19,5,21,6
0.0069,9.125543151262756,2022-09-25T02:52:59,933,5,15,10,16
0.1366,180.6593035452888,2022-09-25T02:53:11,215,21,0,0,0
0.0238,31.476511159428053,2022-09-25T02:53:23,685,13,0,17,22
0.1,132.25424856902544,2022-09-25T02:53:59,368,15,6,10,17
0.122,161.35018325421103,2022-09-25T02:54:11,583,16,7,16,17
0.109,144.15713094023772,2022-09-25T02:54:11,583,16,7,0,25
0.159,210.28425522475044,2022-09-25T02:54:11,241,0,6,17,17
0.12,158.70509828283053,2022-09-25T02:54:11,256,15,7,10,5
0.0017,2.2483222256734323,2022-09-25T02:54:47,401,2,1,17,10
0.085,112.41611128367164,2022-09-25T02:54:47,853,5,0,0,16
0.005569,7.365239102809027,2022-09-25T02:55:35,403,6,6,17,16
0.05,66.12712428451272,2022-09-25T02:55:47,703,14,18,8,17
0.83,1097.710263122911,2022-09-25T02:56:35,748,22,7,16,23
0.0017,2.2483222256734323,2022-09-25T02:56:35,134,2,10,17,10
0.07,92.5779739983178,2022-09-25T02:56:47,995,17,6,0,16
0.0,0.0,2022-09-25T02:57:11,740,21,0,0,16
0.002,2.6450849713805087,2022-09-25T02:57:11,372,23,0,0,16
0.00175,2.314449349957945,2022-09-25T02:57:35,708,2,7,17,14
0.549,726.0758246439497,2022-09-25T02:57:35,787,20,18,2,25
0.34,449.6644451346865,2022-09-25T02:57:47,151,0,0,14,16
0.029,38.35373208501738,2022-09-25T02:57:59,814,3,0,0,16
0.000988,1.3066719758619714,2022-09-25T02:57:59,305,3,0,0,16
0.07,92.5779739983178,2022-09-25T02:58:23,995,17,6,10,16
0.105,138.86696099747672,2022-09-25T02:58:47,912,15,7,16,16
0.001,1.3225424856902543,2022-09-25T02:59:23,448,20,6,0,16
0.0011,1.4547967342592798,2022-09-25T02:59:23,65,4,0,16,16
0.004,5.290169942761017,2022-09-25T02:59:23,524,17,6,10,20
0.07,92.5779739983178,2022-09-25T02:59:23,995,19,0,10,16
0.0039,5.157915694191992,2022-09-25T02:59:23,774,4,7,11,22
0.0012,1.5870509828283053,2022-09-25T02:59:35,360,19,15,10,16
0.001,1.3225424856902543,2022-09-25T02:59:35,360,15,15,10,16
0.0084,11.109356879798137,2022-09-25T02:59:47,672,18,12,16,0
0.0231,30.530104556941005,2022-09-25T02:11:47,419,16,0,14,16
0.005,6.612712428451272,2022-09-25T02:59:47,505,17,0,5,24
0.00499,6.599487003594369,2022-09-25T02:59:59,867,14,22,6,26
0.031,40.99881705639789,2022-09-25T03:00:35,594,13,7,0,17
0.0035,4.62889869991589,2022-09-25T03:01:23,328,20,11,9,16
0.0034,4.496644451346865,2022-09-25T03:01:23,910,23,6,9,16
0.0034,4.496644451346865,2022-09-25T03:01:23,910,16,7,22,16
0.0032,4.232135954208814,2022-09-25T03:01:23,25,23,11,9,16
1.5,1983.8137285353816,2022-09-25T03:01:35,321,13,0,0,16
0.0037,4.893407197053941,2022-09-25T03:01:59,366,1,10,12,16
0.00375,4.959534321338454,2022-09-25T03:01:59,218,16,6,10,16
0.0037,4.893407197053941,2022-09-25T03:01:59,810,15,10,15,16
0.011,14.547967342592798,2022-09-25T03:02:11,696,6,6,17,16
0.015,19.838137285353817,2022-09-25T03:02:11,697,5,0,17,16
0.0,0.0,2022-09-25T03:02:35,424,20,6,9,16
0.163,215.57442516751144,2022-09-25T02:36:47,533,23,14,22,16
0.0074,9.784867484315804,2022-09-25T03:03:35,21,0,15,12,16
0.0072,9.520411606361325,2022-09-25T03:03:35,21,0,15,0,16
0.00875,11.569944660508552,2022-09-25T03:03:35,932,0,15,0,16
0.0071,9.388183667384082,2022-09-25T03:03:35,21,20,15,0,16
0.0073,9.652639545338564,2022-09-25T03:03:35,21,0,15,0,16
0.00385,5.090775650623763,2022-09-25T03:04:11,1019,23,9,9,16
0.095,125.61654202837856,2022-09-25T03:04:35,817,1,6,5,27
0.03,39.66838169317218,2022-09-25T03:04:47,1036,17,6,9,22
0.085,112.39374813065452,2022-09-25T03:04:47,853,5,10,0,16
0.0039,5.156889620112383,2022-09-25T03:04:59,128,20,0,9,16
0.05,66.1139694886203,2022-09-25T03:05:11,838,15,17,18,17
0.05,66.1139694886203,2022-09-25T03:05:11,191,14,23,9,21
0.011,14.545073287496466,2022-09-25T03:05:47,988,15,0,0,9
0.011,14.545073287496466,2022-09-25T03:05:47,89,22,24,0,0
0.011,14.545073287496466,2022-09-25T03:05:47,496,21,6,18,24
0.01861,24.549527418387648,2022-09-25T01:50:47,751,16,18,8,25
0.0245,32.39584504942395,2022-09-25T03:06:23,289,0,15,17,14
0.05,66.1139694886203,2022-09-25T03:06:23,669,16,18,8,10
0.05,66.1139694886203,2022-09-25T03:06:23,421,20,17,1,21
0.6,792.3582254335466,2022-09-25T03:06:59,0,18,11,13,16
0.00198,2.618113191749364,2022-09-25T03:06:59,219,18,26,6,25
0.0045,5.950257253975827,2022-09-25T03:07:23,322,10,9,11,9
0.0085,11.239374813065451,2022-09-25T03:07:23,874,15,0,0,17
0.0038,5.024661681135143,2022-09-25T03:07:35,423,18,9,16,18
0.0037,4.892433742157902,2022-09-25T03:07:35,366,16,6,0,16
0.00375,4.958547711646522,2022-09-25T03:07:35,218,21,0,13,16
0.0037,4.892433742157902,2022-09-25T03:07:35,18,20,10,10,16
0.0037,4.892433742157902,2022-09-25T03:07:35,810,21,0,15,16
0.00375,4.958547711646522,2022-09-25T03:07:35,218,16,10,15,16
0.0037,4.892433742157902,2022-09-25T03:07:35,18,1,0,13,16
0.002,2.644558779544812,2022-09-25T03:07:35,108,20,19,16,23
0.0037,4.892433742157902,2022-09-25T03:07:35,810,15,6,0,16
0.0037,4.892433742157902,2022-09-25T03:07:35,18,20,7,0,16
0.198,261.8113191749364,2022-09-25T03:07:35,929,20,19,0,9
0.0037,4.892433742157902,2022-09-25T03:07:35,810,23,6,15,16
0.0599,79.20453544736712,2022-09-25T03:08:23,376,14,11,11,21
0.034,44.93608462926382,2022-09-25T02:49:35,659,16,15,17,23
0.003,3.966838169317218,2022-09-25T03:08:59,574,20,19,13,3
0.0045,5.950257253975827,2022-09-25T03:09:23,77,0,15,17,9
0.0045,5.950257253975827,2022-09-25T03:09:23,252,0,15,17,9
0.0045,5.950257253975827,2022-09-25T03:09:23,77,0,15,17,9
0.0045,5.950257253975827,2022-09-25T03:09:23,77,0,15,17,8
0.0045,5.950257253975827,2022-09-25T03:09:23,77,5,15,17,8
1.5,1983.419084658609,2022-09-25T03:09:35,992,21,0,11,0
0.035,46.27977864203421,2022-09-25T03:09:59,227,3,0,0,16
0.0027,3.5701543523854964,2022-09-25T03:09:59,15,5,15,0,0
0.052,68.75852826816511,2022-09-25T03:09:59,935,15,19,11,17
0.0439,58.04806521100863,2022-09-25T03:09:59,983,16,6,17,16
0.0039,5.156889620112383,2022-09-25T03:10:11,128,15,5,22,16
0.044,58.18029314998586,2022-09-25T03:10:23,449,19,7,17,16
0.0,0.0,2022-09-25T03:10:59,348,20,4,0,21
0.0038,5.024661681135143,2022-09-25T03:10:59,574,18,4,20,15
0.045,59.50257253975827,2022-09-25T03:11:11,4,16,12,17,16
0.0612,80.73245986057624,2022-09-25T01:43:35,651,14,18,16,1
0.0018,2.3801029015903308,2022-09-25T03:11:11,610,3,1,17,18
0.045,59.50257253975827,2022-09-25T03:11:35,4,19,12,17,16
0.045,59.50257253975827,2022-09-25T03:12:11,4,19,7,17,16
0.1371,181.28450433779688,2022-09-25T03:12:23,170,0,0,10,16
0.045,59.50257253975827,2022-09-25T03:12:59,4,19,4,17,16
0.0,0.0,2022-09-25T03:13:11,491,21,0,13,23
0.05499999999999,72.7253664374691,2022-09-25T03:13:11,466,23,17,1,17
0.004,5.289117559089624,2022-09-25T03:13:23,539,15,0,16,18
0.0487,64.39500628191617,2022-09-25T03:13:23,679,18,4,17,16
0.0488,64.52723422089342,2022-09-25T03:13:59,983,18,4,17,16
0.0042,5.553573437044105,2022-09-25T03:14:23,164,21,0,4,0
0.049,64.7916900988479,2022-09-25T03:14:23,878,19,18,17,16
0.0049,6.47916900988479,2022-09-25T03:14:35,946,5,15,17,0
0.0606,80.1301310202078,2022-09-25T03:14:47,797,14,18,8,25
0.049,64.7916900988479,2022-09-25T03:15:11,878,0,12,17,16
0.0038,5.024661681135143,2022-09-25T03:15:35,450,8,0,0,18
0.061,80.65904277611676,2022-09-25T03:15:35,815,14,17,1,25
0.049,64.7916900988479,2022-09-25T03:15:47,61,16,6,17,16
0.041,54.21345498066864,2022-09-25T03:15:59,871,1,3,16,16
0.04,52.89117559089624,2022-09-25T03:15:59,632,21,14,4,16
0.015,19.83419084658609,2022-09-25T03:15:59,713,20,17,18,26
0.0415,54.874594675554846,2022-09-25T03:15:59,883,1,3,16,16
0.04,52.89117559089624,2022-09-25T03:15:59,632,1,3,4,16
0.0415,54.874594675554846,2022-09-25T03:15:59,269,1,22,4,16
0.003,3.966838169317218,2022-09-25T03:16:11,876,16,24,18,24
0.0569,75.23769727804991,2022-09-25T03:16:23,160,3,1,21,6
19.0,25123.308405675714,2022-09-25T03:16:23,44,15,0,0,20
0.0148,19.569734968631607,2022-09-25T03:16:35,851,15,18,19,5
0.001,1.322279389772406,2022-09-25T03:16:35,719,0,15,0,12
0.05,66.1139694886203,2022-09-25T03:16:59,422,15,0,17,16
0.039,51.56889620112384,2022-09-25T03:17:23,531,18,0,0,0
0.05,66.1139694886203,2022-09-25T03:17:23,915,0,6,17,16
0.062,81.98132216588917,2022-09-25T03:17:23,926,15,17,18,0
0.05,66.1139694886203,2022-09-25T03:17:47,920,16,7,17,16
0.056,74.04764582725474,2022-09-25T03:18:11,442,17,11,10,0
0.001,1.322279389772406,2022-09-25T03:18:23,1030,23,26,9,19
0.002,2.644558779544812,2022-09-25T03:18:23,1,15,9,10,3
0.171,225.8220942485608,2022-09-25T03:16:35,331,16,6,2,24
0.002369,3.13247987437083,2022-09-25T03:18:23,606,12,11,9,9
0.001,1.322279389772406,2022-09-25T03:18:23,169,16,18,10,12
0.0009,1.1900514507951654,2022-09-25T03:18:23,786,15,27,16,8
0.00169,2.234652168715366,2022-09-25T03:18:23,813,20,6,3,11
0.0016,2.1156470236358498,2022-09-25T03:18:23,559,18,24,16,25
0.0009,1.1900514507951654,2022-09-25T03:18:23,786,15,23,7,8
0.002,2.644558779544812,2022-09-25T03:18:23,282,18,11,9,9
0.0039,5.156889620112383,2022-09-25T03:18:23,51,15,0,0,17
0.02,26.44558779544812,2022-09-25T03:18:35,694,18,22,1,24
0.0009,1.1900514507951654,2022-09-25T03:18:59,720,4,6,10,16
0.0039,5.156889620112383,2022-09-25T03:19:11,420,23,9,9,16
0.0025,3.305698474431015,2022-09-25T03:19:11,1038,23,9,12,16
0.015,19.83419084658609,2022-09-25T03:19:23,158,18,18,16,17
0.012,15.867352677268872,2022-09-25T03:19:35,715,15,20,20,20
0.012,15.867352677268872,2022-09-25T03:19:35,715,16,4,18,25
0.11,145.45073287496467,2022-09-25T03:19:47,596,18,0,13,16
0.0,0.0,2022-09-25T03:20:11,116,0,19,0,16
0.0649,85.81593239622914,2022-09-25T03:20:11,234,18,17,1,17
0.0058,7.669220460679955,2022-09-25T03:20:11,836,16,15,0,16
0.0526,69.55189590202856,2022-09-25T03:20:35,434,19,18,17,16
0.11,145.45073287496467,2022-09-25T03:20:47,596,20,6,13,16
0.0009,1.1900514507951654,2022-09-25T03:20:59,720,18,7,16,16
0.004,5.289117559089624,2022-09-25T03:21:35,450,8,0,0,17
0.05,66.1139694886203,2022-09-25T03:21:59,795,16,0,17,16
0.0009,1.1900514507951654,2022-09-25T03:22:35,720,5,7,16,16
0.239,315.2787239653223,2022-09-25T02:01:11,166,21,0,0,23
0.0,0.0,2022-09-25T03:22:47,668,15,23,8,0
0.003,3.966838169317218,2022-09-25T03:23:11,905,20,0,17,0
0.00088,1.1636058629997172,2022-09-25T03:23:35,658,14,18,19,19
0.065,85.9481603352064,2022-09-25T03:23:35,335,16,17,18,25
0.055,72.72536643748234,2022-09-25T03:23:59,899,14,23,8,21
0.0045,5.950257253975827,2022-09-25T03:24:11,676,1,11,17,7
0.066,87.2704397249788,2022-09-25T03:24:47,575,23,19,8,23
0.0011,1.4545073287496466,2022-09-25T03:24:47,959,15,22,19,11
0.0039,5.156889620112383,2022-09-25T03:24:47,194,3,0,17,18
0.129,170.5740412806404,2022-09-25T03:25:11,980,23,6,10,16
0.0089999999999999,11.900514507951652,2022-09-25T03:25:11,618,8,1,17,7
0.0113,14.906483601707706,2022-09-25T01:50:11,735,15,13,16,16
0.085,112.39374813065452,2022-09-25T03:25:23,585,19,6,15,16
0.01,13.22279389772406,2022-09-25T03:25:35,666,21,7,10,16
0.4777,631.6528644942783,2022-09-25T03:10:59,76,16,15,0,14
0.008,10.578235118179249,2022-09-25T03:25:35,906,3,11,17,6
0.1444,190.93714388313543,2022-09-25T03:25:35,986,14,18,1,21
0.00075,0.9917095423293044,2022-09-25T03:25:59,595,15,26,18,10
0.00099999,1.3222661669785083,2022-09-25T03:26:11,631,15,8,18,5
0.00099,1.309056595874682,2022-09-25T03:26:11,770,15,24,13,26
0.0087,11.503830691019932,2022-09-25T03:26:11,304,15,15,11,16
0.129,170.5740412806404,2022-09-25T03:26:11,980,23,0,10,16
0.00099999,1.3222661669785083,2022-09-25T03:26:35,631,23,4,1,6
0.00099999,1.3222661669785083,2022-09-25T03:26:35,631,15,17,18,17
0.00099999,1.3222661669785083,2022-09-25T03:26:35,631,17,17,19,17
0.00099999,1.3222661669785083,2022-09-25T03:26:35,631,18,16,13,20
0.02,26.44558779544812,2022-09-25T03:26:35,664,6,7,10,16
0.008,10.578235118179249,2022-09-25T03:26:47,826,4,1,17,10
0.1664,219.5078647189524,2022-09-25T01:55:11,359,21,26,0,17
0.004,5.289117559089624,2022-09-25T03:26:47,1041,15,9,22,16
0.037,48.92433742157903,2022-09-25T03:26:47,914,11,14,1,16
0.055,72.72536643748234,2022-09-25T03:26:59,699,15,8,2,23
0.0367,48.5276536046473,2022-09-25T03:27:11,299,14,9,4,16
0.378,499.8216093339695,2022-09-25T03:27:47,1017,12,0,0,16
0.0189,24.991080466698477,2022-09-25T03:27:47,430,15,0,3,0
0.028,37.02382291362737,2022-09-25T03:27:47,1020,15,15,17,23
0.09,119.00514507951654,2022-09-25T03:27:47,80,0,12,0,16
0.0009,1.1900514507951654,2022-09-25T03:27:47,737,23,12,18,2
0.0042,5.553573437044105,2022-09-25T03:27:59,718,4,7,17,5
0.029,38.346102303399775,2022-09-25T03:28:11,1020,16,15,17,0
0.0012,1.586735267726887,2022-09-25T03:28:23,854,20,2,6,20
0.0011,1.4545073287496466,2022-09-25T03:28:23,770,15,24,7,17
0.0013,1.7189632067041278,2022-09-25T03:28:23,159,16,22,18,25
0.0367,48.5276536046473,2022-09-25T03:28:23,299,3,25,12,16
0.0075,9.917095423293045,2022-09-25T03:28:47,866,5,1,17,20
0.00198,2.618113191749364,2022-09-25T03:28:59,219,14,16,13,22
0.0003,0.3966838169317218,2022-09-25T03:28:59,265,20,9,13,16
0.1,132.2279389772406,2022-09-25T03:28:59,276,0,0,0,16
0.029,38.346102303399775,2022-09-25T03:29:23,1020,17,15,17,20
0.0017,2.24787496261309,2022-09-25T03:29:23,574,17,27,18,15
0.0017,2.24787496261309,2022-09-25T03:29:23,574,14,4,1,14
0.0015,1.983419084658609,2022-09-25T03:29:23,737,15,4,18,24
0.00215,2.842900688010673,2022-09-25T03:29:23,108,14,18,12,4
0.0015,1.983419084658609,2022-09-25T03:29:23,737,15,26,18,25
0.0017,2.24787496261309,2022-09-25T03:29:23,574,16,2,6,5
0.0017,2.24787496261309,2022-09-25T03:29:23,574,16,18,1,14
0.00215,2.842900688010673,2022-09-25T03:29:23,108,23,22,1,5
0.0367,48.5276536046473,2022-09-25T03:29:35,299,18,14,1,16
0.0368,48.65988154362454,2022-09-25T03:29:35,299,1,3,4,16
0.0009,1.1900514507951654,2022-09-25T03:29:47,770,17,18,19,25
0.03,39.66838169317218,2022-09-25T03:29:47,582,23,15,17,0
0.1663,219.3759489348665,2022-09-25T01:57:23,359,23,6,13,19
0.00215,2.842900688010673,2022-09-25T03:30:23,108,15,18,19,25
0.00215,2.842900688010673,2022-09-25T03:30:23,897,15,27,19,3
0.213,281.64551002152245,2022-09-25T03:30:23,908,6,10,13,0
0.00215,2.842900688010673,2022-09-25T03:30:23,60,15,18,19,15
0.00215,2.842900688010673,2022-09-25T03:30:23,897,18,23,18,25
0.00275,3.636268321874117,2022-09-25T03:30:23,1038,1,7,3,16
0.031,40.99066108294458,2022-09-25T03:30:23,723,15,15,17,8
0.003,3.966838169317218,2022-09-25T03:30:35,737,14,27,19,19
0.00215,2.842900688010673,2022-09-25T03:30:35,209,16,12,18,25
0.003,3.966838169317218,2022-09-25T03:30:35,1038,19,6,10,16
0.003,3.966838169317218,2022-09-25T03:30:35,876,15,17,18,3
0.00215,2.842900688010673,2022-09-25T03:30:35,209,18,18,19,2
0.00215,2.842900688010673,2022-09-25T03:30:35,209,14,23,7,25
0.054,71.40308704770992,2022-09-25T03:30:35,5,15,20,1,5
1.249,1651.526957825735,2022-09-25T03:30:35,114,13,16,0,16
0.0025,3.305698474431015,2022-09-25T03:30:35,624,15,25,6,25
0.003,3.966838169317218,2022-09-25T03:30:35,737,20,12,11,17
0.0035,4.627977864203421,2022-09-25T03:30:35,178,18,23,18,2
0.0499,65.98174154964306,2022-09-25T03:30:35,460,0,0,0,16
0.0948,125.35208615042409,2022-09-25T03:30:35,176,16,6,13,24
0.04,52.89117559089624,2022-09-25T03:30:47,1010,19,25,4,16
0.0048,6.346941070907548,2022-09-25T03:30:47,375,23,13,18,23
0.07,92.55955728406842,2022-09-25T03:30:47,999,17,18,11,24
0.8975,1186.7457523207345,2022-09-25T03:30:59,603,15,7,10,16
0.0949,125.48431408940132,2022-09-25T03:30:59,864,0,0,14,0
0.0048,6.346941070907548,2022-09-25T03:31:23,953,15,27,2,17
0.002599,3.4366041340184834,2022-09-25T03:31:35,848,17,19,20,11
0.004,5.289117559089624,2022-09-25T03:31:35,167,23,24,11,12
0.008,10.578235118179249,2022-09-25T03:31:35,123,16,27,10,19
0.0021,2.7767867185220525,2022-09-25T03:31:35,770,14,16,19,24
0.0013,1.7189632067041278,2022-09-25T03:31:59,452,16,23,19,25
0.0048,6.346941070907548,2022-09-25T03:31:59,108,15,20,18,17
0.0023,3.041242596476534,2022-09-25T03:31:59,812,4,5,17,7
0.0016,2.1156470236358498,2022-09-25T03:32:23,16,18,24,19,17
0.034,44.957499252261805,2022-09-25T03:32:23,880,20,15,17,8
0.0048,6.346941070907548,2022-09-25T03:32:23,60,15,24,1,3
0.0048,6.346941070907548,2022-09-25T03:32:23,209,16,26,16,2
0.0,0.0,2022-09-25T03:32:47,918,18,0,0,6
0.0016,2.1156470236358498,2022-09-25T03:32:59,16,20,27,2,5
0.0,0.0,2022-09-25T03:33:11,913,5,6,14,16
0.0054,7.140308704770993,2022-09-25T03:33:11,598,15,18,16,4
0.0035,4.627977864203421,2022-09-25T03:33:11,770,15,27,11,19
0.0054,7.140308704770993,2022-09-25T03:33:11,598,16,18,5,24
0.045,59.362102838659005,2022-09-25T01:58:35,433,15,24,18,17
0.0054,7.140308704770993,2022-09-25T03:33:11,269,15,17,19,20
0.00539,7.1270859108732685,2022-09-25T03:33:11,85,15,27,19,14
0.0033,4.36352198624894,2022-09-25T03:33:11,159,15,19,7,25
0.016,21.156470236358498,2022-09-25T03:33:35,1050,19,0,10,27
0.00319999,4.2312808244778015,2022-09-25T03:33:59,835,18,22,18,23
0.0028,3.7023822913627367,2022-09-25T03:34:11,211,5,24,0,16
0.0039,5.156889620112383,2022-09-25T03:34:11,828,5,6,10,16
0.037,48.92433742157903,2022-09-25T03:34:11,299,14,14,1,16
0.0031,4.099066108294458,2022-09-25T03:34:11,130,0,6,13,16
0.0009,1.1900514507951654,2022-09-25T03:34:35,46,5,7,0,16
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,25,16,13
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,23,16,3
0.00479,6.333718277009825,2022-09-25T03:34:47,208,14,22,18,20
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,18,7,5
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,19,7,2
0.00479,6.333718277009825,2022-09-25T03:34:47,208,18,19,7,1
0.00479,6.333718277009825,2022-09-25T03:34:47,208,18,17,7,20
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,19,18,24
0.00479,6.333718277009825,2022-09-25T03:34:47,208,15,18,20,25
0.00479,6.333718277009825,2022-09-25T03:34:47,208,20,8,18,20
0.00479,6.333718277009825,2022-09-25T03:34:47,208,18,26,1,12
0.00479,6.333718277009825,2022-09-25T03:34:47,208,14,8,19,22
0.012,15.867352677268872,2022-09-25T03:34:47,1018,4,9,10,20
0.0122,16.131808555223355,2022-09-25T03:34:47,425,22,6,12,0
0.0035,4.627977864203421,2022-09-25T03:34:47,344,23,18,19,15
0.0129,17.057404128064036,2022-09-25T03:34:47,429,22,18,15,0
0.012,15.867352677268872,2022-09-25T03:34:47,757,22,24,10,20
0.0055,7.272536643748233,2022-09-25T03:34:47,186,17,18,0,20
0.012,15.867352677268872,2022-09-25T03:34:47,943,21,6,10,6
0.012,15.867352677268872,2022-09-25T03:34:47,298,20,24,15,23
0.0015,1.983419084658609,2022-09-25T03:35:23,587,3,5,17,10
0.0035,4.627977864203421,2022-09-25T03:35:35,8,15,25,20,20
0.0033,4.36352198624894,2022-09-25T03:35:35,371,14,20,1,11
0.0119,15.735124738291631,2022-09-25T03:35:35,283,13,0,13,17
0.0035,4.627977864203421,2022-09-25T03:35:47,644,18,21,0,1
2.35,3107.356565965154,2022-09-25T03:35:59,156,15,0,0,0
0.004,5.289117559089624,2022-09-25T03:36:23,861,15,19,13,25
0.99,1309.056595874682,2022-09-25T03:36:23,47,15,10,10,8
0.0037888,5.009852151969692,2022-09-25T03:36:35,835,23,4,18,17
0.012,15.867352677268872,2022-09-25T03:36:35,1033,13,0,9,17
0.0035,4.627977864203421,2022-09-25T03:36:35,644,20,23,13,5
0.0033,4.36352198624894,2022-09-25T03:36:59,861,17,4,18,25
0.0035,4.627977864203421,2022-09-25T03:37:23,525,20,24,19,25
0.0033,4.36352198624894,2022-09-25T03:37:23,620,20,24,19,22
0.003299,4.362199706859167,2022-09-25T03:37:47,648,20,17,16,24
0.0033,4.36352198624894,2022-09-25T03:37:59,620,18,18,18,20
0.0038,5.024661681135143,2022-09-25T03:37:59,613,15,16,6,3
0.0033,4.36352198624894,2022-09-25T03:37:59,371,18,26,13,20
0.0,0.0,2022-09-25T03:38:11,798,9,0,9,16
0.038,50.24661681135143,2022-09-25T03:38:11,297,15,0,0,8
0.003,3.966838169317218,2022-09-25T03:38:11,613,15,18,10,25
0.0032,4.2312940472717,2022-09-25T03:38:11,802,18,27,1,5
0.00168,2.221429374817642,2022-09-25T03:38:47,602,4,7,17,14
0.045,59.47422965637858,2022-09-25T02:36:35,590,20,6,10,16
0.0,0.0,2022-09-25T03:39:11,352,5,6,12,16
0.0,0.0,2022-09-25T03:39:47,927,23,0,10,0
