price_eth,price_usd,transaction_date,seller_address,background,eyes,body,mouth,head,clothes,hair
0.0093,13.56260609418639,2022-09-18T06:33:11,0x7ffd91dfdceeb2d9a54615ef2f6779f0b2bff3d4,beige_background,,,,,,
0.0094,13.708440568317428,2022-09-18T06:33:11,0x1e52cf3cae262493e8b8f9a89118c39652879168,beige_background,,,,,,
0.00942069,13.73861372101514,2022-09-18T06:33:11,0x6547e469765712c69728d603420f6b574ed05f17,black_background,,,,,,
0.029,42.291997498000576,2022-09-18T06:33:11,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0093,13.56260609418639,2022-09-18T06:33:11,0xf0f7fd2e856ac321a1061cc2ab2edbf1018fb8c5,purple_background,,,,,,
0.0014,2.0416826378345108,2022-09-18T06:33:11,0x1836c175fd3529e7ef199c3a1819311d4dd5e192,,,,,,,
0.03,43.75034223931094,2022-09-18T06:33:11,0x647e04f1d1cb2ff2bbceeb85ab4d8af5f6eec135,,,,,,,
0.166,242.08522705752054,2022-09-18T06:33:11,0x7a7f4487642cb6ba2d09a7f6902eb2fefa2ed5a4,,dots,,oaoaoao,,,
0.163,237.71019283358945,2022-09-18T06:33:23,0x1d90639f6d89d61099278ec4fe0257dd41518df3,,dots,,dot,,,
0.029,42.291997498000576,2022-09-18T06:33:23,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0011,1.6041792154414012,2022-09-18T06:33:23,0x5b18f7c69f06ac9f4ba4cabfc3c4b24758e9361b,,,,,,,
0.1888,275.33548715939685,2022-09-18T06:33:23,0x674a749dc94c1a92ad7c149661d97f2c168c62c2,,deal with it,,purple lipstick,,,
0.025,36.45861853275912,2022-09-18T06:33:23,0xee14de8626ffda6c0450fa837fa2d7ecab465222,teal,normal f,panda,hannibal,,chain puffer black,
0.0,0.0,2022-09-18T06:33:35,0xe19fee032595fa858406752560934cc1e8fa8b65,,,,,,,
0.009,13.125102671793282,2022-09-18T06:33:35,0xe6f1d43080749b7805e905aefef0575990f2f0b5,grey_background,,,,,,
0.0302,44.04201118757302,2022-09-18T06:33:35,0x6eef09b526d883f98762a7005fabd2c800dfca44,,,,,,,
0.1359,198.18905034407857,2022-09-18T06:33:35,0x77e8c7caf4171fe1d28243dfa148084e092b7943,,aviators,,angry,,,blonde
0.048,70.00054758289751,2022-09-18T06:33:47,0xf37bee6a22d22be6d8b5ae63960d84af50d00009,,,,,,,
0.0308,44.91701803235923,2022-09-18T06:33:47,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.33,481.25376463242037,2022-09-18T06:33:47,0x992db222d0a94b0d7a9df03ba1bdd5d563126280,,,,,,,
0.021,30.62523956751766,2022-09-18T06:33:47,0x5df596aa9315cd8b56e5c1213762f5b482cb8ada,beige,chillin,panda,snagged,,green hoodie,
0.1109,161.73043181131945,2022-09-18T06:33:47,0x42c06befb799ad2abc95e592d3d81c8416c39e08,rust,wastelander,rust,,,alchemist,
0.23,335.4192905013839,2022-09-18T06:33:47,0x99bef08b67db40071ab0f74a8504bb460b21ffc3,,deal with it,,basic ape,,,
0.03,43.75034223931094,2022-09-18T06:33:59,0xe10772c3c2e8879b13d5d2886ef8e9f9b95b83aa,,,,,,,
0.0326,47.54203856671789,2022-09-18T06:33:59,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.33,481.25376463242037,2022-09-18T06:33:59,0xd10e85406521c570e2ee0edeb3118f9773d3c7d1,,,,,,,
0.0,0.0,2022-09-18T06:34:11,0x11220dcfc3f7f5b602b471863664f00f1b5117f4,,,,hi sadge,,,
0.25,364.5861853275912,2022-09-18T06:34:11,0x956b3074e3f53f3da7f9cbe824b4be71bb77f0eb,,scientist,,dad's brush,,,
0.0097,14.145943990710538,2022-09-18T06:34:11,0x731c30dfec28ba555829064cd6ffc0cd376482ff,blue_background,,,,,,
0.0308,44.91701803235923,2022-09-18T06:34:11,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.03,43.75034223931094,2022-09-18T06:30:59,0xa90ef34b3ef9ffdda411beef606c21d8e7c27b36,grey_background,,,,,,
0.0097,14.145943990710538,2022-09-18T06:34:11,0xe425534f980ea8857d83ec758859c80146f43e9a,purple_background,,,,,,
0.0299,43.6045077651799,2022-09-18T06:34:35,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.035,51.04206594586277,2022-09-18T06:34:35,0x04eb44eb89bc44dc5b9c32e4c3394de52202181e,azure,black eye,,cheerful,,,
0.169,246.46026128145164,2022-09-18T06:34:35,0x1e31de516b8db1836b500f190587b14fe8c5c8c6,,morning,,unhappy,,,
0.0346,50.45872804933862,2022-09-18T06:34:35,0x812faac0c8221446375e5a57d123eff45981e577,,,,,,,
0.0317,46.22952829953856,2022-09-18T06:34:35,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0315,45.93785935127649,2022-09-18T06:34:47,0xffba913bb056544b75e57312ec3eae2528c285e1,,,,,,,
0.17,247.918606022762,2022-09-18T06:34:47,0x1dca02dbba7da8767db485624e718243013126a3,,it's just tears,,unhappy,,,
0.171,249.37695076407238,2022-09-18T06:34:47,0x4c0dbe2bfa35c379788d0d5b1d7f2e749945509f,,scientist,,meh,,,
0.1698,247.62693707449992,2022-09-18T06:34:47,0xe0f552168d366466187c8e6917c810ab49d1b1de,,it's just tears,,dot,,,
0.0308,44.91701803235923,2022-09-18T06:34:47,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0037,5.39587554284835,2022-09-18T06:34:47,0xaea46591d5204b25499d5c15d66e2d301d720d2c,m1 army green,m1 zombie,,m1 phoneme oh,,m1 lab coat,
0.0523,76.27142997053207,2022-09-18T06:34:47,0x65d58e19c3e60e583583bc687808e15627655b2d,gray,crazy,,bored dagger,,,
0.0036,5.250041068717313,2022-09-18T06:34:47,0xaea46591d5204b25499d5c15d66e2d301d720d2c,m1 yellow,m1 bloodshot,,m1 grin multicolored,,m1 rainbow suspenders,
0.004,5.833378965241459,2022-09-18T06:34:47,0xaea46591d5204b25499d5c15d66e2d301d720d2c,m2 yellow,m2 bloodshot,,m2 grin multicolored,,m2 rainbow suspenders,
0.003,4.375034223931094,2022-09-18T06:34:47,0xaea46591d5204b25499d5c15d66e2d301d720d2c,m2 orange,m2 blindfold,,m2 bored unshaven cigar,,m2 hip hop,
0.169,246.46026128145164,2022-09-18T06:34:47,0x365db06cc3db7bf8d6edfb9ceac6767a75718657,,morning,,unhappy,,,
0.0326,47.54203856671789,2022-09-18T06:34:59,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0095,13.854275042448466,2022-09-18T06:34:59,0x8ebf27b83fde8330c4e73e7301719e71640517c1,blue_background,,,,,,
0.25,364.5861853275912,2022-09-18T06:34:59,0x597005d6f2dde976b46cbd5550db9fab5dae173c,,scientist,,happy,,,
0.32,466.6703172193167,2022-09-18T06:35:11,0xb7b6cafac33823b26ab511920f97e1531b525af0,cloud,,,,,,
0.031,45.20868698062131,2022-09-18T06:35:11,0x912064700cc53ca921992a739e4510f9e060edcc,,,,,,,
0.035987,52.481452205536094,2022-09-18T06:35:23,0xb2e1c9c2ffaef4883ad7e01cf4f772346c0a935b,,,,,,,
0.0,0.0,2022-09-18T06:35:35,0xe252f34121e3e3d459a506e094e84fc62f8b7acc,blue_background,,,,,,
0.0,0.0,2022-09-18T06:35:35,0x4e67a9b065831ca2edf53e425d01335f19b9b18f,,ignited angles iv,,mouth v,,,
0.0299,43.6045077651799,2022-09-18T06:35:35,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.065,94.7924081851737,2022-09-18T06:35:35,0x76b4b991d3ae570a2d0d04ed511e9779080c5340,,gold,,,,,trippy mohawk
0.0317,46.22952829953856,2022-09-18T06:35:35,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0,0.0,2022-09-18T06:35:47,0xb66e0d13f9c099e2e185fb5dafb8f59f0dc744a3,dawn,wink red,,focused,marble,renga racing team,tails bleach
0.0315,45.93785935127649,2022-09-18T06:35:47,0xffba913bb056544b75e57312ec3eae2528c285e1,,,,,,,
0.09,131.25102671793283,2022-09-18T06:35:47,0xf5e7198a30c85b724c188e90c371631268d51565,purple,pink cyan,big chain,,,yellow dress,cyber pink
0.0021,3.062523956751766,2022-09-18T06:25:11,0x420e2c2b659ad3ca4ed1b03838974d3019c5e24f,,,,,,,
0.0011,1.6041792154414012,2022-09-18T06:35:47,0x5f36c30506b8fa7c9802b323d79fbecbb3b33b02,,,,,,,
0.002,2.9166894826207295,2022-09-18T06:35:47,0xc8ff67aa36f95dd6f706ac5f34762e5b75031fb7,,,,,,,
0.175,255.21032972931383,2022-09-18T06:35:47,0xb7feb8cdf15262ae29f2978c478931b7bd1ffdea,,i am ok,,unhappy,,,
0.3456,504.00394259686203,2022-09-18T06:35:47,0x757c44c25808918cd3d32c833b43eb47c5b32b86,,i am ok,,meh,,,
0.0018,2.6250205343586566,2022-09-18T06:35:47,0xc8ff67aa36f95dd6f706ac5f34762e5b75031fb7,,,,,,,
0.0022,3.2083584308828024,2022-09-18T06:35:47,0xc0bcd6139894af6fa6d318e94cea47a9d5054ad2,,,,,,,
0.009,13.125102671793282,2022-09-18T06:35:47,0x1511e168de40afc7b0f2f235d4b2f9173d965e5e,,gold button,,,,,
