contract_type,contract_address,token_id,asset_type,price,price_usd,marketplace,transaction_date,chain,attributes
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x1a2f71468f656e97c2f86541e57189f59951efe7,4854,ETH,0.0,0.0,opensea,2022-08-17T03:08:05,ethereum,"[{'trait_type': 'Type', 'value': 'Devil'}, {'trait_type': 'Hat', 'value': 'Headband Red'}, {'trait_type': 'Eyes', 'value': 'Happy Eyes'}, {'trait_type': 'Nose', 'value': 'Normal'}, {'trait_type': 'Clothes', 'value': 'Tank Top Blue B&B'}, {'trait_type': 'Pattern', 'value': 'Flower Pattern'}, {'trait_type': 'Goldchain', 'value': 'Gold Chain Skull'}, {'trait_type': 'Background', 'value': 'Green'}]"
ERC721,0x529574d1affef7cf347cdd02b91efd2c00bb773b,671,ETH,0.0,0.0,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'skeenlree', 'value': 'Peez Off'}, {'trait_type': 'boddiwodl', 'value': 'Glazz'}, {'trait_type': 'geeeeer', 'value': 'Mornin Wood'}, {'trait_type': 'glazzls', 'value': 'Im drugz'}, {'trait_type': 'poogl', 'value': 'CHAPAPAPA!'}, {'trait_type': 'adishunul', 'value': ""nutin' adishunul""}, {'trait_type': 'Generative Artist', 'value': 'Qoo'}]"
ERC721,0x209e639a0ec166ac7a1a4ba41968fa967db30221,7973,ETH,0.0,0.0,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'BACKGROUND', 'value': 'MIDNIGHT'}, {'trait_type': 'TYPES', 'value': 'FLESH'}, {'trait_type': 'TOPS', 'value': 'TRENDY JACKET'}, {'trait_type': 'FACE', 'value': 'VERSION 1'}, {'trait_type': 'HEADWEAR', 'value': 'ENTOMOLOGIST'}]"
ERC721,0xdfe3ac769b2d8e382cb86143e0b0b497e1ed5447,2401,ETH,0.123,233.50213864099126,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'BACKGROUND', 'value': 'PASTEL'}, {'trait_type': 'RACE', 'value': 'Jupiter'}, {'trait_type': 'TORSO', 'value': 'Mad Max'}, {'trait_type': 'MOUTH', 'value': 'Tongue Out'}, {'trait_type': 'PLANET', 'value': 'Jupiter'}, {'trait_type': 'CHARACTER_TYPE', 'value': 'trait_4'}]"
ERC721,0x892cc48335db97e7d4b3b6929086459b9a06931c,9094,ETH,0.0183,34.74056209048894,opensea,2022-08-17T03:08:39,ethereum,[]
ERC721,0xc5b52253f5225835cc81c52cdb3d6a22bc3b0c93,6666,ETH,0.699,1326.9755683744136,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'FRIZE WIT DAT?', 'value': 'sploojyshek n faiweeweng frize'}, {'trait_type': 'SOSSY SOSSEZ', 'value': 'oonikrn sploogie'}, {'trait_type': 'MEEEEEEET', 'value': 'oonykrn shanck'}, {'trait_type': 'MELTYDRIBBLEZ', 'value': 'uzd napkens'}, {'trait_type': 'MOR STUFF ON TOP', 'value': 'krispi dwaggin skalz'}, {'trait_type': 'GRIPPEEBUNZ', 'value': 'speshul delibbery'}, {'trait_type': 'Combo #', 'value': '504145'}]"
ERC721,0xa4bcd3b7f141ba1f08f36033fdfce691565561bc,9216,ETH,0.0399,75.74581570549228,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'Monke Theme', 'value': 'bird monke'}]"
ERC721,0x86c35fa9665002c08801805280ff6a077b23c98a,4146,ETH,0.088,167.05844065371733,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'Material', 'value': 'Candy'}, {'trait_type': 'Texture', 'value': 'Lines'}, {'trait_type': 'Background', 'value': 'Chernobyl Sunrise'}, {'trait_type': 'Cat', 'value': 'Creamsicle'}, {'trait_type': 'Decal', 'value': 'Sour Apple'}, {'trait_type': 'Ears', 'value': 'Bubblegum'}, {'trait_type': 'Eyes', 'value': 'Blueberry Crush Wink'}, {'trait_type': 'Feet', 'value': 'Creamsicle'}, {'trait_type': 'Tail', 'value': 'Sour Apple'}, {'trait_type': 'Companion', 'value': 'None'}, {'trait_type': 'Environment', 'value': 'None'}]"
ERC721,0x17be11cfef8262d6b37e77e66b2df26f39acc6df,4990,ETH,0.008,15.187130968519757,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'Hand', 'value': 'Uzi'}, {'trait_type': 'Mouth', 'value': 'Blue Breathing Mask'}, {'trait_type': 'Head', 'value': 'Durag'}, {'trait_type': 'Necklace', 'value': 'Nothing'}, {'trait_type': 'Clothes ', 'value': '69 Cyborg'}, {'trait_type': 'Eyes', 'value': 'Insane'}, {'trait_type': 'Body', 'value': 'Blue Pepe'}, {'trait_type': 'Background ', 'value': 'Light Orange'}]"
ERC721,0x209e639a0ec166ac7a1a4ba41968fa967db30221,4507,ETH,0.055,104.41152540857333,opensea,2022-08-17T03:08:39,ethereum,"[{'trait_type': 'BACKGROUND', 'value': 'MIDNIGHT'}, {'trait_type': 'TYPES', 'value': 'SHINY'}, {'trait_type': 'TOPS', 'value': 'KIMONO'}, {'trait_type': 'HEADWEAR', 'value': 'NEURAL INTERFACE'}, {'trait_type': 'EYEWEAR', 'value': 'POWER SHADES'}]"
